id;brand;model;reference;price;rimType;compatibility;diametr;ET;width;dia;bolts;CO;color;original
1;4GO;539;;5890;Литые;;15;25;6;108;4;65,1;;false
2;4GO;YQ11;;5890;Литые;;15;25;6;108;4;65,1;;false
3;ACCURIDE;Largus_Vesta;;1580;Стальные;;13;29;5;98;4;60,1;;false
4;ACCURIDE;Largus_Vesta;;3400;Стальные;;15;40;6;100;4;60,1;;false
5;ACCURIDE;Largus_Vesta;;3930;Стальные;;13;45;4,5;100;4;56,6;;false
6;ACCURIDE;Logan2;;2210;Стальные;;15;40;6;100;4;60,1;;false
7;ACCURIDE;Ваз 2103;;1580;Стальные;;13;29;5;98;4;60,1;;false
8;ACCURIDE;Ваз 2108;;1580;Стальные;;13;29;5;98;4;60,1;;false
9;ACCURIDE;Ваз 2108;;3400;Стальные;;15;40;6;100;4;60,1;;false
10;ACCURIDE;Ваз 2108;;3930;Стальные;;13;45;4,5;100;4;56,6;;false
11;ACCURIDE;Ваз 2112;;1580;Стальные;;13;29;5;98;4;60,1;;false
12;ACCURIDE;Ваз 2112;;3400;Стальные;;15;40;6;100;4;60,1;;false
13;ACCURIDE;Ваз 2112;;3930;Стальные;;13;45;4,5;100;4;56,6;;false
14;ACCURIDE;Ваз 2123;;1580;Стальные;;13;29;5;98;4;60,1;;false
15;ACCURIDE;Ваз 2123;;3400;Стальные;;15;40;6;100;4;60,1;;false
16;ACCURIDE;Ваз 2123;;3930;Стальные;;13;45;4,5;100;4;56,6;;false
17;ACCURIDE;Ваз 2170;;1580;Стальные;;13;29;5;98;4;60,1;;false
18;ACCURIDE;Ваз 2170;;3400;Стальные;;15;40;6;100;4;60,1;;false
19;ACCURIDE;Ваз 2170;;3930;Стальные;;13;45;4,5;100;4;56,6;;false
20;ACCURIDE;Нива 21214;;1580;Стальные;;13;29;5;98;4;60,1;;false
21;ACCURIDE;Нива 21214;;3400;Стальные;;15;40;6;100;4;60,1;;false
22;ACCURIDE;Нива 21214;;3930;Стальные;;13;45;4,5;100;4;56,6;;false
23;ACCURIDE;Ока;;1580;Стальные;;13;29;5;98;4;60,1;;false
24;ACCURIDE;Ока;;3400;Стальные;;15;40;6;100;4;60,1;;false
25;ACCURIDE;Ока;;3930;Стальные;;13;45;4,5;100;4;56,6;;false
26;ACCURIDE;УАЗ Cargo Prof;;1580;Стальные;;13;29;5;98;4;60,1;;false
27;ACCURIDE;УАЗ Cargo Prof;;3400;Стальные;;15;40;6;100;4;60,1;;false
28;ACCURIDE;УАЗ Cargo Prof;;3930;Стальные;;13;45;4,5;100;4;56,6;;false
29;ACCURIDE;УАЗ-450;;1580;Стальные;;13;29;5;98;4;60,1;;false
30;ACCURIDE;УАЗ-450;;3400;Стальные;;15;40;6;100;4;60,1;;false
31;ACCURIDE;УАЗ-450;;3930;Стальные;;13;45;4,5;100;4;56,6;;false
32;ACCURIDE;УАЗ-Патриот;;1580;Стальные;;13;29;5;98;4;60,1;;false
33;ACCURIDE;УАЗ-Патриот;;3400;Стальные;;15;40;6;100;4;60,1;;false
34;ACCURIDE;УАЗ-Патриот;;3930;Стальные;;13;45;4,5;100;4;56,6;;false
35;ALCAR STAHLRAD (KFZ);1140;;5890;Стальные;;15;25;6;108;4;65,1;;false
36;ALCAR STAHLRAD (KFZ);2040;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
37;ALCAR STAHLRAD (KFZ);2040;;3930;Стальные;;13;46;5;100;4;54,1;;false
38;ALCAR STAHLRAD (KFZ);2490;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
39;ALCAR STAHLRAD (KFZ);2490;;3930;Стальные;;13;46;5;100;4;54,1;;false
40;ALCAR STAHLRAD (KFZ);2590;;3930;Стальные;;13;46;4,5;100;4;54,1;;false
41;ALCAR STAHLRAD (KFZ);2910;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
42;ALCAR STAHLRAD (KFZ);2910;;3930;Стальные;;13;46;5;100;4;54,1;;false
43;ALCAR STAHLRAD (KFZ);3055;;3390;Стальные;;14;38;5;100;5;57,1;;false
44;ALCAR STAHLRAD (KFZ);3085;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
45;ALCAR STAHLRAD (KFZ);3260;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
46;ALCAR STAHLRAD (KFZ);3260;;3930;Стальные;;13;46;5;100;4;54,1;;false
47;ALCAR STAHLRAD (KFZ);3440;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
48;ALCAR STAHLRAD (KFZ);3440;;3930;Стальные;;13;46;5;100;4;54,1;;false
49;ALCAR STAHLRAD (KFZ);3553;;4000;Стальные;;14;42;5,5;100;4;54,1;;false
50;ALCAR STAHLRAD (KFZ);3635;;4440;Стальные;;14;45;5,5;100;4;54,1;;false
51;ALCAR STAHLRAD (KFZ);3670;;5890;Стальные;;15;25;6;108;4;65,1;;false
52;ALCAR STAHLRAD (KFZ);3790;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
53;ALCAR STAHLRAD (KFZ);3790;;3930;Стальные;;13;46;5;100;4;54,1;;false
54;ALCAR STAHLRAD (KFZ);3995;;3020;Стальные;;13;49;5;100;4;56,6;;false
55;ALCAR STAHLRAD (KFZ);4003;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
56;ALCAR STAHLRAD (KFZ);4003;;3930;Стальные;;13;46;5;100;4;54,1;;false
57;ALCAR STAHLRAD (KFZ);4004;;4070;Стальные;;15;42;5,5;100;4;60,1;;false
58;ALCAR STAHLRAD (KFZ);4011;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
59;ALCAR STAHLRAD (KFZ);4011;;3930;Стальные;;13;46;5;100;4;54,1;;false
60;ALCAR STAHLRAD (KFZ);4012;;5530;Стальные;;15;68;6;118;5;71,1;;false
61;ALCAR STAHLRAD (KFZ);4040;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
62;ALCAR STAHLRAD (KFZ);4040;;3930;Стальные;;13;46;5;100;4;54,1;;false
63;ALCAR STAHLRAD (KFZ);4055;;3940;Стальные;;15;40;5,5;100;5;57,1;;false
64;ALCAR STAHLRAD (KFZ);4065;;4490;Стальные;;15;46;6;100;4;54,1;;false
65;ALCAR STAHLRAD (KFZ);4190;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
66;ALCAR STAHLRAD (KFZ);4190;;3930;Стальные;;13;46;5;100;4;54,1;;false
67;ALCAR STAHLRAD (KFZ);4365;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
68;ALCAR STAHLRAD (KFZ);4365;;3930;Стальные;;13;46;5;100;4;54,1;;false
69;ALCAR STAHLRAD (KFZ);4375;;3990;Стальные;;13;46;5;100;4;54,1;;false
70;ALCAR STAHLRAD (KFZ);4460;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
71;ALCAR STAHLRAD (KFZ);4460;;3930;Стальные;;13;46;5;100;4;54,1;;false
72;ALCAR STAHLRAD (KFZ);4595;;4490;Стальные;;15;46;6;114,3;5;67,1;;false
73;ALCAR STAHLRAD (KFZ);4865;;5040;Стальные;;15;5;5,5;139,7;5;108,1;;false
74;ALCAR STAHLRAD (KFZ);4920;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
75;ALCAR STAHLRAD (KFZ);4920;;3930;Стальные;;13;46;5;100;4;54,1;;false
76;ALCAR STAHLRAD (KFZ);4925;;4160;Стальные;;14;43,5;4,5;100;4;56,6;;false
77;ALCAR STAHLRAD (KFZ);4940;;3470;Стальные;;14;39;4,5;100;4;54,1;;false
78;ALCAR STAHLRAD (KFZ);5008;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
79;ALCAR STAHLRAD (KFZ);5008;;3930;Стальные;;13;46;5;100;4;54,1;;false
80;ALCAR STAHLRAD (KFZ);5155;;3260;Стальные;;14;45;5;100;4;54,1;;false
81;ALCAR STAHLRAD (KFZ);5210;;3040;Стальные;;14;35;5;100;5;57,1;;false
82;ALCAR STAHLRAD (KFZ);5220;;4380;Стальные;;14;46;5;100;4;54,1;;false
83;ALCAR STAHLRAD (KFZ);5270;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
84;ALCAR STAHLRAD (KFZ);5270;;3930;Стальные;;13;46;5;100;4;54,1;;false
85;ALCAR STAHLRAD (KFZ);5490;;4170;Стальные;;14;46;5;100;4;54,1;;false
86;ALCAR STAHLRAD (KFZ);54A50R;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
87;ALCAR STAHLRAD (KFZ);54A50R;;3930;Стальные;;13;46;5;100;4;54,1;;false
88;ALCAR STAHLRAD (KFZ);5580;;4490;Стальные;;15;40;6,5;114,3;5;60,1;;false
89;ALCAR STAHLRAD (KFZ);5710;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
90;ALCAR STAHLRAD (KFZ);5710;;3930;Стальные;;13;46;5;100;4;54,1;;false
91;ALCAR STAHLRAD (KFZ);5820;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
92;ALCAR STAHLRAD (KFZ);5820;;3930;Стальные;;13;46;5;100;4;54,1;;false
93;ALCAR STAHLRAD (KFZ);5935;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
94;ALCAR STAHLRAD (KFZ);5935;;3930;Стальные;;13;46;5;100;4;54,1;;false
95;ALCAR STAHLRAD (KFZ);5965;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
96;ALCAR STAHLRAD (KFZ);5965;;3930;Стальные;;13;46;5;100;4;54,1;;false
97;ALCAR STAHLRAD (KFZ);5990;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
98;ALCAR STAHLRAD (KFZ);5990;;3930;Стальные;;13;46;5;100;4;54,1;;false
99;ALCAR STAHLRAD (KFZ);5995;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
100;ALCAR STAHLRAD (KFZ);5995;;3930;Стальные;;13;46;5;100;4;54,1;;false
101;ALCAR STAHLRAD (KFZ);6011;;6600;Стальные;;16;68;6;118;5;71,1;;false
102;ALCAR STAHLRAD (KFZ);6022;;6500;Стальные;;16;68;6,5;125;6;74,1;;false
103;ALCAR STAHLRAD (KFZ);6023;;6100;Стальные;;16;113;5,5;170;6;130;;false
104;ALCAR STAHLRAD (KFZ);6024;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
105;ALCAR STAHLRAD (KFZ);6024;;3930;Стальные;;13;46;5;100;4;54,1;;false
106;ALCAR STAHLRAD (KFZ);6035;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
107;ALCAR STAHLRAD (KFZ);6035;;3930;Стальные;;13;46;5;100;4;54,1;;false
108;ALCAR STAHLRAD (KFZ);6085;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
109;ALCAR STAHLRAD (KFZ);6085;;3930;Стальные;;13;46;5;100;4;54,1;;false
110;ALCAR STAHLRAD (KFZ);6131;;5810;Стальные;;16;54;6,5;130;6;84,1;;false
111;ALCAR STAHLRAD (KFZ);6165;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
112;ALCAR STAHLRAD (KFZ);6165;;3930;Стальные;;13;46;5;100;4;54,1;;false
113;ALCAR STAHLRAD (KFZ);6205;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
114;ALCAR STAHLRAD (KFZ);6205;;3930;Стальные;;13;46;5;100;4;54,1;;false
115;ALCAR STAHLRAD (KFZ);6215;;3290;Стальные;;14;24;5,5;108;4;65,1;;false
116;ALCAR STAHLRAD (KFZ);6225;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
117;ALCAR STAHLRAD (KFZ);6225;;3930;Стальные;;13;46;5;100;4;54,1;;false
118;ALCAR STAHLRAD (KFZ);6250;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
119;ALCAR STAHLRAD (KFZ);6250;;3930;Стальные;;13;46;5;100;4;54,1;;false
120;ALCAR STAHLRAD (KFZ);6275;;3430;Стальные;;14;47,5;5,5;108;4;63,3;;false
121;ALCAR STAHLRAD (KFZ);6280;;5890;Стальные;;15;25;6;108;4;65,1;;false
122;ALCAR STAHLRAD (KFZ);6355;;3430;Стальные;;14;37,5;5,5;108;4;63,3;;false
123;ALCAR STAHLRAD (KFZ);6395;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
124;ALCAR STAHLRAD (KFZ);6395;;3930;Стальные;;13;46;5;100;4;54,1;;false
125;ALCAR STAHLRAD (KFZ);6435;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
126;ALCAR STAHLRAD (KFZ);6435;;3930;Стальные;;13;46;5;100;4;54,1;;false
127;ALCAR STAHLRAD (KFZ);6445;;3880;Стальные;;15;39;6;100;4;56,6;;false
128;ALCAR STAHLRAD (KFZ);6501;;5730;Стальные;;16;52;6,5;112;5;66,5;;false
129;ALCAR STAHLRAD (KFZ);6505;;4220;Стальные;;15;48;6;114,3;5;67,1;;false
130;ALCAR STAHLRAD (KFZ);6515;;3140;Стальные;;14;39;5,5;100;4;56,6;;false
131;ALCAR STAHLRAD (KFZ);6520;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
132;ALCAR STAHLRAD (KFZ);6520;;3930;Стальные;;13;46;5;100;4;54,1;;false
133;ALCAR STAHLRAD (KFZ);6525;;4550;Стальные;;16;50;6,5;114,3;5;60,1;;false
134;ALCAR STAHLRAD (KFZ);6530;;3590;Стальные;;14;36;5,5;100;4;60,1;;false
135;ALCAR STAHLRAD (KFZ);6552;;4930;Стальные;;16;38;6,5;112;5;66,5;;false
136;ALCAR STAHLRAD (KFZ);6555;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
137;ALCAR STAHLRAD (KFZ);6555;;3930;Стальные;;13;46;5;100;4;54,1;;false
138;ALCAR STAHLRAD (KFZ);6565;;4270;Стальные;;14;45;5,5;100;4;56,6;;false
139;ALCAR STAHLRAD (KFZ);6595;;5080;Стальные;;16;50;6,5;114,3;5;67,1;;false
140;ALCAR STAHLRAD (KFZ);6596;;4810;Стальные;;16;40;6,5;114,3;5;67,1;;false
141;ALCAR STAHLRAD (KFZ);6620;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
142;ALCAR STAHLRAD (KFZ);6620;;3930;Стальные;;13;46;5;100;4;54,1;;false
143;ALCAR STAHLRAD (KFZ);6655;;5200;Стальные;;16;42,5;6,5;114,3;5;67,1;;false
144;ALCAR STAHLRAD (KFZ);6664;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
145;ALCAR STAHLRAD (KFZ);6664;;3930;Стальные;;13;46;5;100;4;54,1;;false
146;ALCAR STAHLRAD (KFZ);6665;;4790;Стальные;;16;43;6;112;5;57,1;;false
147;ALCAR STAHLRAD (KFZ);6666;;4790;Стальные;;16;37;6,5;100;4;60,1;;false
148;ALCAR STAHLRAD (KFZ);6667;;4800;Стальные;;16;46;6,5;112;5;57,1;;false
149;ALCAR STAHLRAD (KFZ);6670;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
150;ALCAR STAHLRAD (KFZ);6670;;3930;Стальные;;13;46;5;100;4;54,1;;false
151;ALCAR STAHLRAD (KFZ);6675;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
152;ALCAR STAHLRAD (KFZ);6675;;3930;Стальные;;13;46;5;100;4;54,1;;false
153;ALCAR STAHLRAD (KFZ);6685;;8780;Стальные;;16;121,5;5,5;205;6;161,1;;false
154;ALCAR STAHLRAD (KFZ);6695;;5760;Стальные;;16;60;6,5;120;5;65,1;;false
155;ALCAR STAHLRAD (KFZ);6696;;6050;Стальные;;16;60;6,5;120;5;65,1;;false
156;ALCAR STAHLRAD (KFZ);6735;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
157;ALCAR STAHLRAD (KFZ);6735;;3930;Стальные;;13;46;5;100;4;54,1;;false
158;ALCAR STAHLRAD (KFZ);6760;;5890;Стальные;;15;25;6;108;4;65,1;;false
159;ALCAR STAHLRAD (KFZ);6775;;4400;Стальные;;15;45;5,5;100;4;60,1;;false
160;ALCAR STAHLRAD (KFZ);6780;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
161;ALCAR STAHLRAD (KFZ);6780;;3930;Стальные;;13;46;5;100;4;54,1;;false
162;ALCAR STAHLRAD (KFZ);6790;;3320;Стальные;;14;49;5,5;100;4;56,6;;false
163;ALCAR STAHLRAD (KFZ);6805;;3710;Стальные;;14;44;5,5;98;4;58,1;;false
164;ALCAR STAHLRAD (KFZ);6815;;4400;Стальные;;15;32;5,5;98;4;58,1;;false
165;ALCAR STAHLRAD (KFZ);6865;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
166;ALCAR STAHLRAD (KFZ);6865;;3930;Стальные;;13;46;5;100;4;54,1;;false
167;ALCAR STAHLRAD (KFZ);6880;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
168;ALCAR STAHLRAD (KFZ);6880;;3930;Стальные;;13;46;5;100;4;54,1;;false
169;ALCAR STAHLRAD (KFZ);6885;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
170;ALCAR STAHLRAD (KFZ);6885;;3930;Стальные;;13;46;5;100;4;54,1;;false
171;ALCAR STAHLRAD (KFZ);6955;;4780;Стальные;;16;45;6;100;5;57,1;;false
172;ALCAR STAHLRAD (KFZ);6977;;4420;Стальные;;16;40;6;100;5;57,1;;false
173;ALCAR STAHLRAD (KFZ);7001;;5200;Стальные;;16;44;6,5;114,3;5;67,1;;false
174;ALCAR STAHLRAD (KFZ);7011;;6180;Стальные;;16;68;6;130;5;78,1;;false
175;ALCAR STAHLRAD (KFZ);7020;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
176;ALCAR STAHLRAD (KFZ);7020;;3930;Стальные;;13;46;5;100;4;54,1;;false
177;ALCAR STAHLRAD (KFZ);7030;;3960;Стальные;;14;45;5,5;100;4;60,1;;false
178;ALCAR STAHLRAD (KFZ);7045;;5430;Стальные;;16;45;6,5;114,3;5;67,1;;false
179;ALCAR STAHLRAD (KFZ);7063;;5230;Стальные;;16;45;6,5;114,3;5;67,1;;false
180;ALCAR STAHLRAD (KFZ);7080;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
181;ALCAR STAHLRAD (KFZ);7080;;3930;Стальные;;13;46;5;100;4;54,1;;false
182;ALCAR STAHLRAD (KFZ);7150;;4350;Стальные;;15;50;6;114,3;5;60,1;;false
183;ALCAR STAHLRAD (KFZ);7180;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
184;ALCAR STAHLRAD (KFZ);7180;;3930;Стальные;;13;46;5;100;4;54,1;;false
185;ALCAR STAHLRAD (KFZ);7190;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
186;ALCAR STAHLRAD (KFZ);7190;;3930;Стальные;;13;46;5;100;4;54,1;;false
187;ALCAR STAHLRAD (KFZ);7215;;4510;Стальные;;15;44;6;108;5;60,1;;false
188;ALCAR STAHLRAD (KFZ);7223;;4400;Стальные;;15;50;6;114,3;5;67,1;;false
189;ALCAR STAHLRAD (KFZ);7230;;4430;Стальные;;14;46;5,5;100;4;54,1;;false
190;ALCAR STAHLRAD (KFZ);7250;;3500;Стальные;;14;37;6;100;5;57,1;;false
191;ALCAR STAHLRAD (KFZ);7255;;3740;Стальные;;15;47,5;6;108;4;63,3;;false
192;ALCAR STAHLRAD (KFZ);7280;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
193;ALCAR STAHLRAD (KFZ);7280;;3930;Стальные;;13;46;5;100;4;54,1;;false
194;ALCAR STAHLRAD (KFZ);7305;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
195;ALCAR STAHLRAD (KFZ);7305;;3930;Стальные;;13;46;5;100;4;54,1;;false
196;ALCAR STAHLRAD (KFZ);7306;;4330;Стальные;;15;43;6,5;114,3;5;66,1;;false
197;ALCAR STAHLRAD (KFZ);7340;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
198;ALCAR STAHLRAD (KFZ);7340;;3930;Стальные;;13;46;5;100;4;54,1;;false
199;ALCAR STAHLRAD (KFZ);7385;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
200;ALCAR STAHLRAD (KFZ);7385;;3930;Стальные;;13;46;5;100;4;54,1;;false
201;ALCAR STAHLRAD (KFZ);7395;;4210;Стальные;;15;39;6;98;5;58,1;;false
202;ALCAR STAHLRAD (KFZ);7405;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
203;ALCAR STAHLRAD (KFZ);7405;;3930;Стальные;;13;46;5;100;4;54,1;;false
204;ALCAR STAHLRAD (KFZ);7415;;3800;Стальные;;15;29;6;100;5;57,1;;false
205;ALCAR STAHLRAD (KFZ);7430;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
206;ALCAR STAHLRAD (KFZ);7430;;3930;Стальные;;13;46;5;100;4;54,1;;false
207;ALCAR STAHLRAD (KFZ);7432;;4760;Стальные;;16;32;6,5;108;4;65,1;;false
208;ALCAR STAHLRAD (KFZ);7442;;4740;Стальные;;16;37,5;6,5;108;4;63,3;;false
209;ALCAR STAHLRAD (KFZ);7460;;4770;Стальные;;16;47;6,5;108;5;65,1;;false
210;ALCAR STAHLRAD (KFZ);7475;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
211;ALCAR STAHLRAD (KFZ);7475;;3930;Стальные;;13;46;5;100;4;54,1;;false
212;ALCAR STAHLRAD (KFZ);7488;;5810;Стальные;;16;62;6,5;130;6;84,1;;false
213;ALCAR STAHLRAD (KFZ);7502;;4620;Стальные;;16;47;7;112;5;66,5;;false
214;ALCAR STAHLRAD (KFZ);7503;;5160;Стальные;;16;50;6;114,3;5;66,1;;false
215;ALCAR STAHLRAD (KFZ);7505;;5040;Стальные;;16;46;7;108;5;65,1;;false
216;ALCAR STAHLRAD (KFZ);7530;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
217;ALCAR STAHLRAD (KFZ);7530;;3930;Стальные;;13;46;5;100;4;54,1;;false
218;ALCAR STAHLRAD (KFZ);7580;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
219;ALCAR STAHLRAD (KFZ);7580;;3930;Стальные;;13;46;5;100;4;54,1;;false
220;ALCAR STAHLRAD (KFZ);7600;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
221;ALCAR STAHLRAD (KFZ);7600;;3930;Стальные;;13;46;5;100;4;54,1;;false
222;ALCAR STAHLRAD (KFZ);7610;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
223;ALCAR STAHLRAD (KFZ);7610;;3930;Стальные;;13;46;5;100;4;54,1;;false
224;ALCAR STAHLRAD (KFZ);7615;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
225;ALCAR STAHLRAD (KFZ);7615;;3930;Стальные;;13;46;5;100;4;54,1;;false
226;ALCAR STAHLRAD (KFZ);7620;;3850;Стальные;;15;47;6,5;112;5;66,5;;false
227;ALCAR STAHLRAD (KFZ);7625;;5090;Стальные;;16;39;6,5;114,3;5;60,1;;false
228;ALCAR STAHLRAD (KFZ);7635;;3460;Стальные;;15;50;6;100;4;60,1;;false
229;ALCAR STAHLRAD (KFZ);7660;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
230;ALCAR STAHLRAD (KFZ);7660;;3930;Стальные;;13;46;5;100;4;54,1;;false
231;ALCAR STAHLRAD (KFZ);7710;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
232;ALCAR STAHLRAD (KFZ);7710;;3930;Стальные;;13;46;5;100;4;54,1;;false
233;ALCAR STAHLRAD (KFZ);7730;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
234;ALCAR STAHLRAD (KFZ);7730;;3930;Стальные;;13;46;5;100;4;54,1;;false
235;ALCAR STAHLRAD (KFZ);7732;;5000;Стальные;;16;44;6,5;112;5;66,5;;false
236;ALCAR STAHLRAD (KFZ);7755;;3940;Стальные;;15;43;6;112;5;57,1;;false
237;ALCAR STAHLRAD (KFZ);7760;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
238;ALCAR STAHLRAD (KFZ);7760;;3930;Стальные;;13;46;5;100;4;54,1;;false
239;ALCAR STAHLRAD (KFZ);7765;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
240;ALCAR STAHLRAD (KFZ);7765;;3930;Стальные;;13;46;5;100;4;54,1;;false
241;ALCAR STAHLRAD (KFZ);7775;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
242;ALCAR STAHLRAD (KFZ);7775;;3930;Стальные;;13;46;5;100;4;54,1;;false
243;ALCAR STAHLRAD (KFZ);7780;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
244;ALCAR STAHLRAD (KFZ);7780;;3930;Стальные;;13;46;5;100;4;54,1;;false
245;ALCAR STAHLRAD (KFZ);7790;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
246;ALCAR STAHLRAD (KFZ);7790;;3930;Стальные;;13;46;5;100;4;54,1;;false
247;ALCAR STAHLRAD (KFZ);7805;;4410;Стальные;;15;45;5,5;100;4;56,1;;false
248;ALCAR STAHLRAD (KFZ);7815;;3960;Стальные;;15;27;6,5;108;4;65,1;;false
249;ALCAR STAHLRAD (KFZ);7820;;4190;Стальные;;15;23,5;4,5;112;3;57,1;;false
250;ALCAR STAHLRAD (KFZ);7823;;3960;Стальные;;15;42;6,5;108;5;65,1;;false
251;ALCAR STAHLRAD (KFZ);7830;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
252;ALCAR STAHLRAD (KFZ);7830;;3930;Стальные;;13;46;5;100;4;54,1;;false
253;ALCAR STAHLRAD (KFZ);7840;;6040;Стальные;;17;39;6,5;114,3;5;67,1;;false
254;ALCAR STAHLRAD (KFZ);7850;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
255;ALCAR STAHLRAD (KFZ);7850;;3930;Стальные;;13;46;5;100;4;54,1;;false
256;ALCAR STAHLRAD (KFZ);7855;;4570;Стальные;;16;40;6,5;114,3;5;66,1;;false
257;ALCAR STAHLRAD (KFZ);7856;;4860;Стальные;;16;40;6,5;114,3;5;66,1;;false
258;ALCAR STAHLRAD (KFZ);7860;;4430;Стальные;;16;26;6,5;108;4;65,1;;false
259;ALCAR STAHLRAD (KFZ);7865;;4720;Стальные;;16;45;6,5;114,3;5;60,1;;false
260;ALCAR STAHLRAD (KFZ);7870;;8440;Стальные;;16;117;5,5;205;6;161,1;;false
261;ALCAR STAHLRAD (KFZ);7885;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
262;ALCAR STAHLRAD (KFZ);7885;;3930;Стальные;;13;46;5;100;4;54,1;;false
263;ALCAR STAHLRAD (KFZ);7890;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
264;ALCAR STAHLRAD (KFZ);7890;;3930;Стальные;;13;46;5;100;4;54,1;;false
265;ALCAR STAHLRAD (KFZ);7900;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
266;ALCAR STAHLRAD (KFZ);7900;;3930;Стальные;;13;46;5;100;4;54,1;;false
267;ALCAR STAHLRAD (KFZ);7911;;5010;Стальные;;16;45;6;100;5;54,1;;false
268;ALCAR STAHLRAD (KFZ);7915;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
269;ALCAR STAHLRAD (KFZ);7915;;3930;Стальные;;13;46;5;100;4;54,1;;false
270;ALCAR STAHLRAD (KFZ);7920;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
271;ALCAR STAHLRAD (KFZ);7920;;3930;Стальные;;13;46;5;100;4;54,1;;false
272;ALCAR STAHLRAD (KFZ);7925;;3400;Стальные;;13;45;4,5;100;4;56,6;;false
273;ALCAR STAHLRAD (KFZ);7925;;3930;Стальные;;13;46;5;100;4;54,1;;false
274;ALCAR HYBRIDRAD;130001;;5530;Стальные;;16;46;6,5;112;5;57,1;;false
275;ALCAR HYBRIDRAD;130200;;5530;Стальные;;16;48;6,5;100;5;56,1;;false
276;ALCAR HYBRIDRAD;130301;;5200;Стальные;;15;38;6;100;5;57,1;;false
